playlist_name,song,artist,album,main_genre,subgenre,prior_prob,q1,q2,q3,q4,q5,popularity,danceability,energy,loudness,valence,subg_song_count
Violão e Churrasco - Repertório de Barzinho - Acústico Sertanejo,De Frente Pro Bar de Costa Pro Mundo - Ao Vivo,Jefferson Moraes,Quem Não Chora Faz Bico (Ao Vivo),classical,viola,0.00793605,2,2,5,2,1,40,0.703,0.827,-3.007,0.757,
Violão e Churrasco - Repertório de Barzinho - Acústico Sertanejo,Brigas / Coração na Contra Mão / Coração Aberto - Ao Vivo,Robson e Graiado,Butecando Robson e Graiado,classical,viola,0.00793605,2,2,5,2,6,10,0.364,0.401,-7.426,0.239,
Violão e Churrasco - Repertório de Barzinho - Acústico Sertanejo,Hoje Eu Quero Te Amar,João Bosco & Vinicius,Acústico No Bar,classical,viola,0.00793605,2,2,5,2,1,25,0.761,0.528,-6.482,0.697,
Violão e Churrasco - Repertório de Barzinho - Acústico Sertanejo,Memória / Caçador de Corações,Luan Santana,Confraternização Família Santana 2,classical,viola,0.00793605,2,2,5,2,6,37,0.491,0.6,-5.712,0.746,
Renaissance Faire,La tierche Estampie royale,Estampie,Vocal Music (Medieval) - Walther Von Der Vogelweide / Oswald Von Wolkenstein / Codax (Songs of Women in the Middle Ages),classical,renaissance,0.005452991,2,2,5,2,6,35,0.389,0.142,-21.018,0.655,
Renaissance Faire,Fire and Ashes,Mathias Rehfeldt,Der Süße Brei (Original Motion Picture Soundtrack),classical,renaissance,0.005452991,2,2,5,1,2,36,0.254,0.0454,-26.579,0.191,
Renaissance Faire,Antwerpen Branle,Andrei Krylov,"Lute & Guitar music of Renaissance Spain, Holland, Germany, England, France, Italy volume 4",classical,renaissance,0.005452991,2,2,5,1,6,42,0.471,0.263,-16.906,0.522,
Renaissance Faire,Lone Dragon Inn,ASKII,Hegelburg at Dusk,classical,renaissance,0.005452991,2,2,5,1,2,39,0.475,0.244,-14.702,0.104,
Renaissance Faire,CSM 380: Sen Calar Nen Tardar (Time Of Sharing),The Wandering Bard,"Leyriath, of Music and Legends: Cantigas de Santa Maria (Alfonso X)",classical,renaissance,0.005452991,2,2,5,1,6,35,0.441,0.141,-16.902,0.376,
Renaissance Faire,Weary Traveler,John Theodore,Weary Traveler,classical,renaissance,0.005452991,2,2,5,1,5,33,0.675,0.182,-12.386,0.0334,
Renaissance Faire,La Vecchia Pavan,Various Artists,Music for a Tudor Court,classical,renaissance,0.005452991,2,2,5,1,6,32,0.461,0.0359,-27.899,0.615,
Gregorian Chants--Catholic Hymns,Christe Redemptor omnium - Hymnus ad Vesperas tempore Nativitatis Domini,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,2,2,38,0.188,0.012,-31.728,0.176,
Gregorian Chants--Catholic Hymns,Puer qui natus est nobis - Introitus/In Nativitate Domini ad Missam in die,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,2,2,36,0.237,0.0253,-29.595,0.0609,
Gregorian Chants--Catholic Hymns,"Kyrie V - Kyrie magnae Deus potentiae, Vat. V/In Nativitate Domini ad Missam in die",Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,1,2,36,0.217,0.0373,-26.7,0.0389,
Gregorian Chants--Catholic Hymns,Viderunt omnes - Graduale/In Nativitate Domini ad Missam in die,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,1,2,0,0.272,0.0653,-23.986,0.078,
Gregorian Chants--Catholic Hymns,Tui sunt caeli - Offertorium/In Nativitate Domini ad Missam in die,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,1,2,0,0.261,0.0734,-24.286,0.0906,
Gregorian Chants--Catholic Hymns,Gloria V - In Nativitate Domini ad Missam in die,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,2,2,35,0.184,0.0143,-29.863,0.0769,
Gregorian Chants--Catholic Hymns,Alleluia. Dies sanctificatus - In Nativitate Domini ad Missam in die,Gregorian Chant,Gregorian Chant: Hymns and Vespers for the Feast of the Nativity,classical,gregorian chant,0.00559725,2,2,5,1,2,35,0.315,0.0768,-21.656,0.0638,
The Sound of Ambient,Vespera,Loscil,Clara,classical,ambient,0.008965699,2,2,5,1,2,46,0.424,0.203,-21.987,0.0865,
The Sound of Ambient,A Meaningful Moment Through a Meaning(less) Process,Stars Of The Lid,And Their Refinement of the Decline,classical,ambient,0.008965699,2,2,5,1,2,51,0.0629,0.0718,-24.789,0.0324,
The Sound of Ambient,Forgotten Hill,Chihei Hatakeyama,Forgotten Hill,classical,ambient,0.008965699,2,2,5,1,2,50,0.203,0.0578,-29.526,0.113,
The Sound of Ambient,Melancholia II,William Basinski,Melancholia,classical,ambient,0.008965699,2,2,5,1,2,50,0.164,0.0392,-32.652,0.0742,
The Sound of Ambient,Saguaro,Steve Roach,Forgotten Gods,classical,ambient,0.008965699,2,2,5,2,2,39,0.137,0.0139,-34.564,0.04,
The Sound of Ambient,Boreal Kiss Pt. 1,Tim Hecker,Haunt Me,classical,ambient,0.008965699,2,2,5,2,2,47,0.196,0.0236,-25.493,0.0894,
The Sound of Ambient,Against The Sky - 2005 Digital Remaster,Harold Budd,The Pearl,classical,ambient,0.008965699,2,2,5,1,2,51,0.115,0.00151,-36.995,0.0298,
The Sound of Ambient,Indistinguishable from Magic,Celer,Landmarks,classical,ambient,0.008965699,2,2,5,1,2,40,0.0669,0.045,-38.444,0.224,
The Sound of Ambient,haru,Fennesz,cendre,classical,ambient,0.008965699,2,2,5,1,2,13,0.279,0.0894,-22.254,0.232,
The Sound of Ambient,Tobiume,Susumu Yokota,Sakura,classical,ambient,0.008965699,2,2,5,1,2,49,0.241,0.254,-17.03,0.0378,
The Sound of Ambient,Orphans of the Sky,36,Tomorrow's Explorers,classical,ambient,0.008965699,2,2,5,1,2,38,0.172,0.148,-18.667,0.038,
The Sound of Throat Singing,Dynggyldai,Alash Ensemble,Alash,classical,throat singing,0.002591253,2,2,5,2,4,32,0.484,0.666,-6.35,0.611,
The Sound of Throat Singing,Ancestors,Huun-Huur-Tu,Ancestors Call,classical,throat singing,0.002591253,2,2,5,2,6,36,0.146,0.415,-13.235,0.189,
The Sound of Throat Singing,Morgul,Ay-Kherel,Ay-Kherel: The Music of Tuva,classical,throat singing,0.002591253,2,2,5,2,2,30,0.368,0.205,-22.181,0.205,
The Sound of Throat Singing,Talin Salhi,Egschiglen,Zazal,classical,throat singing,0.002591253,2,2,5,2,5,30,0.547,0.547,-9.272,0.108,
The Sound of Adult Standards,Put Your Head on My Shoulder,Paul Anka,21 Golden Hits,classical,adult standards,0.010204523,2,2,5,2,5,25,0.58,0.44,-8.283,0.574,
The Sound of Adult Standards,Beyond the Sea,Bobby Darin,That's All,classical,adult standards,0.010204523,1,2,5,2,5,71,0.521,0.516,-7.456,0.569,
The Sound of Adult Standards,"Moon River (From ""Breakfast at Tiffany's"")",Andy Williams,Moon River And Other Great Movie Themes,classical,adult standards,0.010204523,1,2,5,2,2,65,0.281,0.212,-15.513,0.195,
The Sound of Adult Standards,Chances Are - Single Version,Johnny Mathis,The Essential Johnny Mathis 3.0,classical,adult standards,0.010204523,2,2,5,2,2,52,0.31,0.254,-12.2,0.296,
The Sound of Adult Standards,Magic Moments,Perry Como,Today & Yesterday,classical,adult standards,0.010204523,1,2,5,2,5,61,0.719,0.257,-14.446,0.75,
The Sound of Adult Standards,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",Doris Day,With A Smile And A Song,classical,adult standards,0.010204523,1,2,5,2,1,64,0.416,0.341,-10.749,0.776,
The Sound of Adult Standards,Spanish Eyes,Al Martino,My Cherie,classical,adult standards,0.010204523,1,2,5,2,5,59,0.519,0.481,-9.796,0.48,
The Sound of Adult Standards,From Russia with Love - Single Version,Matt Monro,Heartbreakers,classical,adult standards,0.010204523,2,2,5,2,6,50,0.304,0.33,-11.776,0.306,
The Sound of Adult Standards,I've Got a Crush On You,Steve Tyrell,This Guy's In Love,classical,adult standards,0.010204523,1,2,5,2,5,62,0.568,0.375,-9.167,0.231,
The Sound of Adult Standards,If You Love Me (Really Love Me),Brenda Lee,Emotions,classical,adult standards,0.010204523,1,2,5,2,6,60,0.417,0.377,-8.726,0.383,
The Sound of Adult Standards,Something's Gotta Give,Sammy Davis Jr.,The Decca Years,classical,adult standards,0.010204523,1,2,5,2,5,62,0.541,0.341,-8.722,0.635,
The Sound of Adult Standards,Fever,Peggy Lee,Things Are Swingin',classical,adult standards,0.010204523,1,2,5,2,5,65,0.838,0.171,-12.614,0.397,
The Sound of Adult Standards,Laughter In The Rain,Neil Sedaka,The Definitive Collection,classical,adult standards,0.010204523,1,2,5,2,1,67,0.495,0.613,-9.463,0.924,
The Sound of Bardcore,Watermelon Sugar - Bardcore,Bard to the Core,A Lonely Bard,classical,bardcore,0.004921036,2,2,5,2,2,24,0.446,0.138,-20.733,0.274,
The Sound of Bardcore,Pumped Up Kicks - Medieval Style,Cornelius Link,Pumped Up Kicks (Medieval Style),classical,bardcore,0.004921036,2,2,5,1,5,38,0.775,0.374,-14.861,0.41,
The Sound of Bardcore,Take on Me,Joseph C. Phaze,Bardcore (The First Manuscript),classical,bardcore,0.004921036,2,2,5,2,5,29,0.521,0.545,-8.481,0.689,
The Sound of Bardcore,Blinding Lights - Medieval Version,Bardcore,Ye Olde Pop Gone Bardcore,classical,bardcore,0.004921036,2,2,5,1,4,38,0.52,0.812,-6.364,0.494,
The Sound of Bardcore,Hips Don't Lie,Stantough,"Medieval Style (Kind of, but Not Really)",classical,bardcore,0.004921036,2,2,5,1,1,42,0.679,0.712,-9.32,0.67,
The Sound of Bardcore,Among Us Theme,Magentium,Among Us Theme,classical,bardcore,0.004921036,2,2,5,1,3,49,0.608,0.902,-9.134,0.0641,
The Sound of Christmas Instrumental,When Christmas Comes To Town,Clark Anthony,When Christmas Comes To Town,classical,christmas instrumental,0.008538331,1,2,5,1,5,60,0.55,0.0547,-23.755,0.261,
The Sound of Christmas Instrumental,Winter Weather / I've Got My Love to Keep Me Warm,Mason Embry Trio,Martinis & Mistletoe: Christmas Jazz Piano,classical,christmas instrumental,0.008538331,2,2,5,1,6,57,0.468,0.205,-19.9,0.425,
The Sound of Christmas Instrumental,Santa Baby,William Chu,Santa Baby,classical,christmas instrumental,0.008538331,1,2,5,1,5,63,0.542,0.0321,-22.902,0.188,
The Sound of Christmas Instrumental,Holly Jolly Christmas,Leyton Lake,Holly Jolly Christmas,classical,christmas instrumental,0.008538331,2,2,5,1,6,58,0.379,0.0295,-25.436,0.358,
The Sound of Christmas Instrumental,The Holly And The Ivy,Dana Daoud,The Holly And The Ivy,classical,christmas instrumental,0.008538331,1,2,5,1,5,62,0.533,0.0499,-24.677,0.432,
The Sound of Christmas Instrumental,O Little Town of Betlehem,Various Artists,Soft Christmas,classical,christmas instrumental,0.008538331,2,2,5,1,5,58,0.549,0.0209,-20.595,0.172,
The Sound of Christmas Instrumental,God Rest Ye Merry Gentlemen,Andrew Billings,It Came Upon A Midnight Clear,classical,christmas instrumental,0.008538331,1,2,5,1,2,61,0.44,0.0119,-27.588,0.285,
The Sound of Christmas Instrumental,Wonderful Christmastime,Annie Leigh,Wonderful Christmastime,classical,christmas instrumental,0.008538331,2,2,5,1,5,57,0.55,0.053,-22.044,0.333,
The Sound of Christmas Instrumental,Santa Claus Is Coming To Town,Beegie Adair and Friends,Christmas Jazz,classical,christmas instrumental,0.008538331,2,2,5,1,5,53,0.775,0.158,-17.946,0.445,
The Sound of Christmas Instrumental,I've Got My Love To Keep Me Warm,The Stephen Kummer Trio,Christmas In The City,classical,christmas instrumental,0.008538331,2,2,5,1,5,47,0.706,0.199,-17.976,0.23,
The Sound of Christmas Instrumental,Here We Come A-Caroling,Leif Shires,Cool Jazz Christmas,classical,christmas instrumental,0.008538331,2,2,5,1,5,49,0.598,0.232,-16.605,0.568,
Harp Lullabies,Twinkle Twinkle Little Star - Harp Version,Twinkle Twinkle Little Star,Twinkle Twinkle Little Star,classical,harp,0.004616291,2,2,5,1,5,53,0.867,0.00698,-20.4,0.55,
Harp Lullabies,Fly With Sandyman,Charlie Irving,Fly With Sandyman,classical,harp,0.004616291,2,2,5,1,5,58,0.613,0.0221,-21.556,0.187,
Harp Lullabies,Frere Jacques,Dajana Goff,Frere Jacques - Lullabies on Harp,classical,harp,0.004616291,2,2,5,1,2,54,0.475,0.0181,-23.69,0.0908,
Harp Lullabies,ABC Lullaby,Montgomery Northrop,ABC Lullaby,classical,harp,0.004616291,2,2,5,1,5,49,0.711,0.13,-19.095,0.587,
Harp Lullabies,Rock-a-Bye Baby (Harp Version),Gabriel Lucas,Rock-a-Bye Baby,classical,harp,0.004616291,2,2,5,1,5,54,0.826,0.107,-10.05,0.368,
Harp Lullabies,Mary Had A Little Lamb,Shel Hershey,Mary Had A Little Lamb,classical,harp,0.004616291,2,2,5,1,5,51,0.53,0.112,-21.546,0.949,
The Sound of K-Pop,Missing You,BTOB,Brother Act.,world,k-pop,0.010231572,1,2,5,2,1,66,0.633,0.736,-5.775,0.477,
The Sound of K-Pop,Don't Call Me,SHINee,Don't Call Me - The 7th Album,world,k-pop,0.010231572,1,2,5,2,3,67,0.69,0.783,-2.076,0.306,
The Sound of K-Pop,I'm Not Cool,HyunA,I'm Not Cool,world,k-pop,0.010231572,1,2,5,2,1,73,0.883,0.845,-2.069,0.656,
The Sound of K-Pop,INSIDE OUT,NU'EST,The 2nd Album ‘Romanticize’,world,k-pop,0.010231572,2,2,5,2,4,55,0.518,0.789,-5.131,0.794,
The Sound of K-Pop,Dumhdurum,Apink,LOOK,world,k-pop,0.010231572,1,2,5,2,1,62,0.653,0.923,-2.163,0.692,
The Sound of K-Pop,4 Walls,f(x),4 Walls - The 4th Album,world,k-pop,0.010231572,1,2,5,2,3,59,0.735,0.849,-4.308,0.223,
The Sound of K-Pop,Crazy,4Minute,Crazy,world,k-pop,0.010231572,1,2,5,2,4,67,0.54,0.929,-2.646,0.621,
The Sound of K-Pop,Up & Down,EXID,AH YEAH,world,k-pop,0.010231572,1,2,5,2,3,61,0.714,0.812,-2.703,0.377,
The Sound of K-Pop,Chained Up,VIXX,Chained Up,world,k-pop,0.010231572,2,2,5,2,1,53,0.728,0.941,-2.044,0.924,
The Sound of K-Pop,I Will Go To You Like the First Snow,AILEE,"Guardian (Original Television Soundtrack), Pt. 9",world,k-pop,0.010231572,1,2,5,2,2,68,0.497,0.431,-4.755,0.167,
The Sound of K-Pop,Touch my body,SISTAR,TOUCH N MOVE,world,k-pop,0.010231572,2,2,5,2,1,58,0.633,0.915,-2.347,0.622,
The Sound of K-Pop,Why So Lonely,Wonder Girls,Why So Lonely,world,k-pop,0.010231572,2,2,5,2,1,58,0.634,0.726,-5.086,0.809,
The Sound of K-Pop,REALLY REALLY - KR ver.,WINNER,OUR TWENTY FOR,world,k-pop,0.010231572,2,2,5,2,1,48,0.762,0.77,-3.154,0.587,
EUROBEAT,DON'T STOP THE MUSIC,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜,world,eurobeat,0.006699029,2,2,5,2,1,56,0.609,0.954,-4.352,0.757,
EUROBEAT,BACK ON THE ROCKS,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜,world,eurobeat,0.006699029,2,2,5,2,2,54,0.477,0.995,-3.316,0.587,
EUROBEAT,SPACE BOY,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜,world,eurobeat,0.006699029,2,2,5,2,4,52,0.465,0.966,-5.547,0.628,
EUROBEAT,GET ME POWER,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜,world,eurobeat,0.006699029,2,2,5,2,4,49,0.506,0.974,-5.014,0.87,
EUROBEAT,NIGHT FEVER,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜,world,eurobeat,0.006699029,2,2,5,2,4,45,0.492,0.905,-6.289,0.694,
EUROBEAT,SATURDAY NIGHT FEVER,Various Artists,SUPER EUROBEAT presents INITIAL D〜D SELECTION 3〜,world,eurobeat,0.006699029,2,2,5,2,4,41,0.471,0.965,-5.251,0.926,
EUROBEAT,BURNING UP FOR YOU,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜,world,eurobeat,0.006699029,2,2,5,2,2,52,0.466,0.96,-5.108,0.344,
EUROBEAT,DANCING,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜,world,eurobeat,0.006699029,2,2,5,2,4,51,0.59,0.912,-5.614,0.856,
EUROBEAT,DANCING QUEEN,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜,world,eurobeat,0.006699029,2,2,5,1,4,44,0.567,0.962,-5.045,0.751,
UK Hip-Hop/Rap 2021,Overseas,D-Block Europe,Home Alone 2,world,uk hip hop,0.009980922,1,2,5,2,1,74,0.826,0.623,-7.456,0.732,
UK Hip-Hop/Rap 2021,1 Arda,Merki Waters,1 Arda,world,uk hip hop,0.009980922,2,2,5,2,5,13,0.789,0.414,-10.888,0.715,
UK Hip-Hop/Rap 2021,Coming for You (feat. A1 x J1),SwitchOTR,Coming for You (feat. A1 x J1),world,uk hip hop,0.009980922,1,2,5,2,5,84,0.813,0.481,-6.71,0.842,
UK Hip-Hop/Rap 2021,More Money,Meekz,More Money,world,uk hip hop,0.009980922,1,2,5,2,5,65,0.626,0.569,-4.06,0.276,
UK Hip-Hop/Rap 2021,Effortless,M1z,Effortless,world,uk hip hop,0.009980922,2,2,5,2,5,18,0.818,0.419,-10.26,0.383,
UK Hip-Hop/Rap 2021,Live by the Gun,Morrisson,Live by the Gun,world,uk hip hop,0.009980922,2,2,5,2,1,50,0.894,0.548,-8.571,0.535,
UK Hip-Hop/Rap 2021,Juice,Mike Ray,Juice,world,uk hip hop,0.009980922,2,2,5,2,1,33,0.823,0.51,-11.555,0.654,
UK Hip-Hop/Rap 2021,Codein,AKH9INE,Codein,world,uk hip hop,0.009980922,2,2,5,2,5,40,0.839,0.432,-9.392,0.403,
UK Hip-Hop/Rap 2021,Flowers (Say My Name),ArrDee,Flowers (Say My Name),world,uk hip hop,0.009980922,1,2,5,2,1,82,0.723,0.713,-6.879,0.803,
UK Hip-Hop/Rap 2021,You I Choose,Wxyvz,You I Choose,world,uk hip hop,0.009980922,2,2,5,2,2,17,0.501,0.612,-7.989,0.465,
UK Hip-Hop/Rap 2021,Roberto C (feat. Unknown T),Young T & Bugsey,Roberto C (feat. Unknown T),world,uk hip hop,0.009980922,1,2,5,2,2,62,0.483,0.586,-4.599,0.513,
UK Hip-Hop/Rap 2021,Ask & Receive,Godamit,Ask & Receive,world,uk hip hop,0.009980922,2,2,5,2,2,22,0.542,0.637,-11.891,0.199,
The Sound of New French Touch,Aloha,Møme,Panorama,world,new french touch,0.00994125,1,2,5,2,5,66,0.661,0.635,-7.423,0.365,
The Sound of New French Touch,Lantern (Radio Edit),Les Gordon,La,world,new french touch,0.00994125,2,2,5,1,2,55,0.535,0.6,-6.996,0.412,
The Sound of New French Touch,Flower,PLÜM,Flower,world,new french touch,0.00994125,1,2,5,2,3,65,0.697,0.751,-8.253,0.305,
The Sound of New French Touch,Sweet Dreams,Trinix,Sweet Dreams,world,new french touch,0.00994125,1,2,5,2,5,68,0.72,0.656,-7.994,0.398,
The Sound of New French Touch,Hinode,Fakear,Hinode,world,new french touch,0.00994125,2,2,5,1,3,55,0.62,0.702,-8.193,0.399,
The Sound of New French Touch,Jennesys,Emrod,Jennesys,world,new french touch,0.00994125,2,2,5,1,3,57,0.646,0.83,-8.398,0.137,
The Sound of New French Touch,Shy Girl,Kedam,Kedam,world,new french touch,0.00994125,1,2,5,2,3,63,0.788,0.711,-9.564,0.13,
The Sound of New French Touch,Rebirth,Napkey,Vanguard,world,new french touch,0.00994125,2,2,5,2,5,53,0.723,0.51,-12.085,0.208,
The Sound of New French Touch,Love Song (feat. Glasses),Kazy Lambist,33 000 FT.,world,new french touch,0.00994125,1,2,5,2,5,59,0.761,0.436,-11.614,0.374,
The Sound of New French Touch,Hymne,Clem Beatz,Hymne,world,new french touch,0.00994125,2,2,5,2,1,45,0.604,0.728,-7.209,0.498,
The Sound of New French Touch,Djon maya maï (feat. Victor Démé),Synapson,Convergence,world,new french touch,0.00994125,1,2,5,2,1,62,0.79,0.647,-6.732,0.749,
The Sound of New French Touch,Amnésie,Nhyx,Atlas,world,new french touch,0.00994125,2,2,5,1,2,51,0.478,0.75,-6.933,0.0675,
The Sound of Reggaeton,Sensacion Del Bloque,Various Artists,Reggaeton Rulers: Los Que Ponen,world,reggaeton,0.01025862,1,2,5,2,1,74,0.709,0.726,-7.129,0.404,
The Sound of Reggaeton,Otra vez (feat. J Balvin),Zion & Lennox,Motivan2,world,reggaeton,0.01025862,1,2,5,2,1,76,0.832,0.772,-5.429,0.704,
The Sound of Reggaeton,PAPI (feat. Babywine & Alberto Stylee),DJ Nelson,PAPI (feat. Babywine & Alberto Stylee),world,reggaeton,0.01025862,1,2,5,2,1,70,0.909,0.716,-6.628,0.417,
The Sound of Reggaeton,Fiel - Remix,Wisin,Fiel (Remix),world,reggaeton,0.01025862,1,2,5,2,1,83,0.839,0.711,-4.733,0.573,
The Sound of Reggaeton,Pepas,Farruko,La 167,world,reggaeton,0.01025862,1,2,5,2,1,85,0.762,0.766,-3.955,0.442,
The Sound of Reggaeton,Anaranjado,Jowell & Randy,Viva el Perreo,world,reggaeton,0.01025862,1,2,5,2,1,63,0.763,0.58,-6.196,0.608,
The Sound of Reggaeton,Y Si La Ves,Ñejo,Y Si La Ves,world,reggaeton,0.01025862,1,2,5,2,1,68,0.653,0.682,-6.152,0.717,
The Sound of Reggaeton,Agárrala - Remix,Trebol Clan,Los Bacatranes,world,reggaeton,0.01025862,1,2,5,2,1,70,0.731,0.741,-7.978,0.862,
The Sound of Reggaeton,5 Letras,Alexis y Fido,Sobrenatural,world,reggaeton,0.01025862,1,2,5,2,1,67,0.82,0.788,-5.478,0.648,
The Sound of Reggaeton,Permitame,Tony Dize,Permitame,world,reggaeton,0.01025862,1,2,5,2,1,69,0.629,0.668,-6.974,0.904,
The Sound of Reggaeton,"Sexo, Sudor y Calor",J Alvarez,Timeless,world,reggaeton,0.01025862,1,2,5,2,1,71,0.743,0.891,-4.696,0.962,
The Sound of Reggaeton,Me Niegas,Baby Rasta & Gringo,Los Cotizados,world,reggaeton,0.01025862,1,2,5,2,1,70,0.679,0.713,-6.625,0.882,
The Sound of Reggaeton,Encantadora,Yandel,Dangerous,world,reggaeton,0.01025862,1,2,5,2,1,72,0.662,0.874,-4.509,0.926,
The Sound of J-Rock,楽園,Fujifabric,I Love You,world,j-rock,0.009914202,2,2,5,2,2,52,0.566,0.826,-5.086,0.443,
The Sound of J-Rock,Stairway Generation,Base Ball Bear,(WHAT IS THE) LOVE & POP?,world,j-rock,0.009914202,2,2,5,2,4,49,0.447,0.823,-3.309,0.625,
The Sound of J-Rock,シャングリラ,Chatmonchy,チャットモンチー BEST〜2005-2011〜,world,j-rock,0.009914202,2,2,5,2,1,53,0.702,0.918,-1.758,0.959,
The Sound of J-Rock,宇宙の夜 二人の朝,Straightener,宇宙の夜 二人の朝,world,j-rock,0.009914202,2,2,5,2,2,43,0.357,0.976,-3.365,0.275,
The Sound of J-Rock,1984,andymori,ファンファーレと熱狂,world,j-rock,0.009914202,2,2,5,2,4,42,0.585,0.709,-5.976,0.906,
The Sound of J-Rock,世界の終わり - Primitive Version,Thee Michelle Gun Elephant,cult grass stars,world,j-rock,0.009914202,2,2,5,2,2,44,0.343,0.973,-4.686,0.397,
The Sound of J-Rock,赤橙,ACIDMAN,創,world,j-rock,0.009914202,2,2,5,2,4,44,0.591,0.712,-5.717,0.696,
The Sound of J-Rock,なぜか今日は,The Birthday,I’M JUST A DOG,world,j-rock,0.009914202,2,2,5,2,2,42,0.469,0.937,-1.742,0.547,
The Sound of J-Rock,ジターバグ,ELLEGARDEN,BRING YOUR BOARD!!,world,j-rock,0.009914202,2,2,5,2,2,50,0.428,0.984,-1.855,0.289,
The Sound of J-Rock,少年少女,GING NANG BOYZ,少年少女,world,j-rock,0.009914202,2,2,5,2,2,53,0.119,0.955,0.032,0.183,
The Sound of J-Rock,琥珀色の街、上海蟹の朝,Quruli,琥珀色の街、上海蟹の朝,world,j-rock,0.009914202,2,2,5,2,1,54,0.698,0.607,-8.744,0.723,
The Sound of J-Rock,鉄風 鋭くなって,Number Girl,OMOIDE IN MY HEAD 1 ~BEST & B-SIDES~,world,j-rock,0.009914202,2,2,5,2,2,49,0.275,0.89,-5.093,0.389,
The Sound of J-Pop,キセキ,GReeeeN,あっ、ども。おひさしぶりです。,world,j-pop,0.010150426,1,2,5,2,5,63,0.641,0.618,-4.269,0.338,
The Sound of J-Pop,ひまわりの約束,Motohiro Hata,青の光景,world,j-pop,0.010150426,1,2,5,2,2,64,0.523,0.445,-6.359,0.336,
The Sound of J-Pop,ヒカリヘ,miwa,Delight,world,j-pop,0.010150426,1,2,5,2,2,59,0.565,0.902,-2.556,0.372,
The Sound of J-Pop,奏(かなで),Sukima Switch,夏雲ノイズ,world,j-pop,0.010150426,1,2,5,2,2,65,0.519,0.666,-6.163,0.461,
The Sound of J-Pop,未完成,Leo Ieiri,未完成,world,j-pop,0.010150426,1,2,5,2,1,59,0.66,0.722,-3.525,0.425,
The Sound of J-Pop,三日月,ayaka,First Message,world,j-pop,0.010150426,2,2,5,2,2,58,0.496,0.476,-5.077,0.405,
The Sound of J-Pop,あとひとつ,FUNKY MONKEY BABYS,ファンキーモンキーベイビーズ 4,world,j-pop,0.010150426,2,2,5,2,2,57,0.573,0.682,-4.528,0.532,
The Sound of J-Pop,366日,HY,HeartY,world,j-pop,0.010150426,1,2,5,2,2,61,0.378,0.426,-7.314,0.184,
The Sound of J-Pop,蕾(つぼみ),KOBUKURO,5296,world,j-pop,0.010150426,2,2,5,2,2,49,0.355,0.441,-5.785,0.283,
The Sound of J-Pop,光榮之橋,Yuzu,Going (2001-2005),world,j-pop,0.010150426,2,2,5,2,2,30,0.552,0.39,-6.914,0.194,
The Sound of J-Pop,Nijiiro no Sensou,SEKAI NO OWARI,EARTH,world,j-pop,0.010150426,2,2,5,2,2,36,0.479,0.872,-5.11,0.544,
The Sound of J-Pop,愛をこめて花束を,Superfly,Superfly,world,j-pop,0.010150426,1,2,5,2,2,62,0.37,0.8,-3.403,0.451,
The Sound of J-Pop,瞳をとじて,Ken Hirai,SENTIMENTALovers,world,j-pop,0.010150426,2,2,5,2,2,58,0.448,0.596,-4.976,0.33,
The Sound of Japanese Electronic,owari no kisetsu,Rei Harakami,[lust],world,japanese electronic,0.004178102,2,2,5,1,2,44,0.577,0.662,-12.477,0.542,
The Sound of Japanese Electronic,Blue Sky And Yellow Sunflower,Susumu Yokota,Symbol,world,japanese electronic,0.004178102,2,2,5,1,2,48,0.482,0.483,-11.057,0.185,
The Sound of Japanese Electronic,Heat 1,Shinichi Atobe,Heat,world,japanese electronic,0.004178102,2,2,5,1,1,38,0.805,0.764,-10.983,0.707,
The Sound of Japanese Electronic,Right Here! Right Now!,Shinichiro Yokota,Shinichiro Yokota Presents Do It Again and Again,world,japanese electronic,0.004178102,2,2,5,1,5,48,0.839,0.397,-9.727,0.822,
The Sound of Japanese Electronic,Quiet Track 1,Inner Science,Quiet Tracks,world,japanese electronic,0.004178102,2,2,5,1,1,5,0.675,0.688,-10.031,0.413,
